4,19
5,2838
6,1833
7,1186
8,835
9,560
10,448
11,341
12,268
13,214
14,196
15,131
16,136
17,115
18,87
19,69
20,67
21,73
22,49
23,40
24,48
25,26
26,27
27,26
28,25
29,22
30,20
31,16
32,13
33,18
34,11
35,13
36,11
37,11
38,11
39,9
40,11
41,12
42,8
43,14
44,5
45,6
46,3
47,11
48,7
49,3
50,2
51,3
52,3
53,5
54,2
55,2
56,5
57,3
58,2
59,1
60,2
61,2
62,2
63,6
64,2
65,2
66,1
67,2
69,2
71,3
72,1
73,1
75,4
76,2
78,2
79,1
80,2
81,2
83,1
84,2
87,2
88,1
89,1
91,1
93,1
95,2
96,1
98,1
100,1
104,1
112,1
113,1
119,2
121,1
122,1
123,1
126,2
127,1
132,1
140,1
147,1
172,1
190,1
192,1
207,1
209,1
211,1
212,1
242,1
247,1
265,1
302,1
423,1
802,1
