10,0.62069
10,0.609756
10,0.5
10,0.625
10,0.407407
20,0.417559
20,0.371622
20,0.403162
20,0.361179
20,0.382653
50,0.226693
50,0.218391
50,0.241763
50,0.217718
50,0.236061
100,0.155397
100,0.147906
100,0.143183
100,0.144578
100,0.152542
200,0.090213
200,0.0874562
200,0.0979979
200,0.0873729
200,0.0911749
500,0.0500583
500,0.046982
500,0.0459003
500,0.046597
500,0.047033
1000,0.0307252
1000,0.0293775
1000,0.0272318
1000,0.0272907
1000,0.0298173
2000,0.0186811
2000,0.0169322
2000,0.0176391
2000,0.01741
2000,0.0166297
5000,0.00794589
5000,0.0090555
5000,0.00820601
5000,0.00848353
5000,0.00878412
10000,0.00496852
10000,0.00500464
10000,0.00474904
10000,0.00486458
10000,0.00516964
