4,22
5,2818
6,1853
7,1152
8,806
9,618
10,464
11,333
12,273
13,209
14,182
15,176
16,125
17,110
18,82
19,74
20,69
21,59
22,46
23,29
24,43
25,34
26,24
27,34
28,27
29,31
30,19
31,18
32,20
33,15
34,9
35,8
36,12
37,10
38,6
39,10
40,13
41,7
42,9
43,4
44,7
45,6
46,7
47,5
48,10
49,4
50,8
51,4
52,2
53,8
54,4
55,4
56,4
57,3
58,1
59,3
60,1
61,1
63,3
64,1
65,4
67,2
68,1
70,1
71,1
72,2
73,1
74,2
78,1
80,1
82,2
84,1
85,2
86,1
88,1
89,2
90,1
92,2
93,1
98,1
99,3
110,2
111,1
115,1
117,1
119,2
122,1
126,1
131,1
134,1
140,1
141,1
142,1
144,1
147,1
150,1
153,1
174,1
180,1
188,1
251,1
289,1
301,1
314,1
330,1
495,1
1029,1
