10,1.2105
20,0.850915
50,3.3062
100,7.08065
200,8.28618
500,14.8809
1000,24.5983
2000,36.8297
5000,90.9211
10000,171.793
20000,229.552
50000,435.543
100000,796.457
200000,1061.55
10,1.26652
20,2.87462
50,4.44488
100,6.86032
200,8.61984
500,18.4166
1000,32.1771
2000,38.927
5000,81.8117
10000,139.337
20000,240.224
50000,406.459
100000,700.68
200000,1195.44
10,1.00776
20,2.48989
50,2.40592
100,5.11805
200,13.4797
500,16.282
1000,30.1499
2000,39.9992
5000,85.6388
10000,140.119
20000,219.35
50000,379.868
100000,665.244
200000,1142.6
10,0.779879
20,0.989822
50,1.0167
100,7.82958
200,8.09912
500,17.3443
1000,35.9072
2000,49.3933
5000,79.0863
10000,161.207
20000,209.647
50000,412.279
100000,721.435
200000,1106.86
10,1.16924
20,2.32823
50,4.2358
100,6.55358
200,9.44075
500,19.8164
1000,22.5288
2000,41.8248
5000,83.0013
10000,148.596
20000,240.542
50000,424.272
100000,654.803
200000,1162.53
