10,1.2105
20,0.850915
50,1.3062
100,6.08065
200,3.28618
500,2.88085
1000,9.59834
2000,4.82969
5000,28.9211
10000,34.7932
20000,20.552
50000,50.5428
100000,89.4567
200000,62.5517
10,0.266525
20,2.87462
50,3.44488
100,3.86032
200,1.61984
500,7.41656
1000,9.17714
2000,14.927
5000,20.8117
10000,34.3365
20000,49.2237
50000,24.4587
100000,127.68
200000,129.444
10,1.00776
20,2.48989
50,1.40592
100,4.11805
200,8.47969
500,3.28202
1000,8.14989
2000,5.99916
5000,15.6388
10000,57.1189
20000,10.3497
50000,18.8678
100000,66.244
200000,171.595
10,0.779879
20,0.989822
50,1.0167
100,3.82958
200,2.09912
500,6.34431
1000,16.9072
2000,8.39325
5000,16.0863
10000,46.2075
20000,17.6467
50000,38.2787
100000,160.435
200000,60.8633
10,1.16924
20,1.32823
50,2.2358
100,3.55358
200,2.44075
500,4.81641
1000,3.52881
2000,4.82482
5000,23.0013
10000,53.5959
20000,64.5424
50000,69.2724
100000,18.8032
200000,147.527
